Name,Date,Open,High,Low,Close
Bitcoin,2013-09-06,94.86749999999999,95.505,89.36250000000001,89.36250000000001
Bitcoin,2013-09-07,89.1675,94.455,88.845,93.11250000000001
Bitcoin,2013-09-08,93.0975,93.53999999999999,90.36749999999999,91.245
Bitcoin,2013-09-09,91.395,96.795,89.8125,95.3325
Bitcoin,2013-09-10,95.4525,97.305,94.42500000000001,94.4325
Bitcoin,2013-09-11,94.4175,103.3725,92.4525,101.4375
Bitcoin,2013-09-12,101.66250000000001,102.06,98.8575,99.8475
Bitcoin,2013-09-13,99.6225,103.185,99.20250000000001,101.23499999999999
Bitcoin,2013-09-14,101.2575,101.88749999999999,96.6525,96.91499999999999
Bitcoin,2013-09-15,97.05000000000001,98.58,96.195,97.7775
Bitcoin,2013-09-16,98.14500000000001,99.53999999999999,97.32750000000001,98.78999999999999
Bitcoin,2013-09-17,98.6925,99.57,93.6675,98.745
Bitcoin,2013-09-18,98.7825,99.89999999999999,97.905,98.60249999999999
Bitcoin,2013-09-19,98.5275,98.82750000000001,96.33749999999999,97.23750000000001
Bitcoin,2013-09-20,97.27499999999999,101.715,95.01,95.28
Bitcoin,2013-09-21,95.2125,96.45750000000001,94.67999999999999,95.5725
Bitcoin,2013-09-22,95.9025,100.455,94.9425,96.84
Bitcoin,2013-09-23,96.73499999999999,99.53999999999999,94.245,94.4625
Bitcoin,2013-09-24,94.5375,95.595,94.0425,95.4375
Bitcoin,2013-09-25,95.535,97.2675,95.4975,96.16499999999999
Bitcoin,2013-09-26,96.1575,101.1975,95.49,96.285
Bitcoin,2013-09-27,96.705,101.055,96.3675,100.33500000000001
Bitcoin,2013-09-28,100.32750000000001,101.7225,99.42,101.08500000000001
Bitcoin,2013-09-29,101.17500000000001,105.45750000000001,101.0325,103.005
Bitcoin,2013-09-30,102.86250000000001,103.76249999999999,97.70250000000001,99.75
Bitcoin,2013-10-01,99.51,100.9725,98.66250000000001,99.135
Bitcoin,2013-10-02,99.03750000000001,100.1925,76.6875,85.5975
Bitcoin,2013-10-03,85.8375,92.7225,83.865,92.7225
Bitcoin,2013-10-04,92.5575,97.5675,92.5575,96.7575
Bitcoin,2013-10-05,96.4725,97.83,96.02250000000001,96.41250000000001
Bitcoin,2013-10-06,96.27000000000001,97.245,94.61250000000001,96.75
Bitcoin,2013-10-07,97.0725,97.70250000000001,94.77,95.205
Bitcoin,2013-10-08,95.05499999999999,95.60249999999999,93.5325,94.5
Bitcoin,2013-10-09,94.38749999999999,98.8125,94.185,98.0175
Bitcoin,2013-10-10,98.0025,98.625,96.945,97.9425
Bitcoin,2013-10-11,98.0625,98.8575,97.22999999999999,98.17500000000001
Bitcoin,2013-10-12,98.17500000000001,101.745,97.92,101.3925
Bitcoin,2013-10-13,101.3925,103.995,100.91250000000001,103.5975
Bitcoin,2013-10-14,104.45250000000001,108.09,104.17500000000001,105.39000000000001
Bitcoin,2013-10-15,105.57750000000001,109.04249999999999,104.3475,108.93
Bitcoin,2013-10-16,109.23750000000001,114.17249999999999,106.8225,106.91250000000001
Bitcoin,2013-10-17,106.8075,110.565,106.8075,109.6875
Bitcoin,2013-10-18,109.7775,116.97,109.1775,116.97
Bitcoin,2013-10-19,116.9325,133.10999999999999,116.77499999999999,129.315
Bitcoin,2013-10-20,128.745,131.1825,126.71249999999999,130.9575
Bitcoin,2013-10-21,131.10000000000002,138.615,131.10000000000002,136.6575
Bitcoin,2013-10-22,136.9875,147.20250000000001,136.9875,145.32
Bitcoin,2013-10-23,145.02,160.215,144.285,160.215
Bitcoin,2013-10-24,160.72500000000002,163.065,126.39000000000001,148.67249999999999
Bitcoin,2013-10-25,148.26749999999998,149.1525,126.375,140.01749999999998
Bitcoin,2013-10-26,140.58749999999998,141.3075,131.8125,132.99
Bitcoin,2013-10-27,132.45,147.32999999999998,132.45,147.32999999999998
Bitcoin,2013-10-28,147.1575,148.965,144.04500000000002,148.91250000000002
Bitcoin,2013-10-29,148.91250000000002,153.5925,148.91250000000002,153.2925
Bitcoin,2013-10-30,153.2925,156.87,149.9775,149.9775
Bitcoin,2013-10-31,149.8725,153.885,149.1375,153.0
Bitcoin,2013-11-01,152.925,154.9875,151.5975,154.635
Bitcoin,2013-11-02,154.35750000000002,155.82,151.2375,154.665
Bitcoin,2013-11-03,154.4925,161.28750000000002,152.9925,161.28750000000002
Bitcoin,2013-11-04,160.995,173.2575,160.45499999999998,171.825
Bitcoin,2013-11-05,171.9075,187.995,169.665,183.93
Bitcoin,2013-11-06,183.585,197.25,183.585,196.875
Bitcoin,2013-11-07,196.26,228.1275,196.16250000000002,222.3075
Bitcoin,2013-11-08,223.38750000000002,253.995,222.6975,253.5825
Bitcoin,2013-11-09,253.935,278.115,239.78249999999997,254.3325
Bitcoin,2013-11-10,261.615,263.025,207.93,244.965
Bitcoin,2013-11-11,244.0575,263.4525,233.83499999999998,256.83
Bitcoin,2013-11-12,257.295,272.1075,257.1,270.2475
Bitcoin,2013-11-13,270.7275,310.5375,269.85,305.52750000000003
Bitcoin,2013-11-14,304.8075,319.42499999999995,296.3925,315.15
Bitcoin,2013-11-15,314.5575,328.4175,297.0825,313.4625
Bitcoin,2013-11-16,312.96,337.695,311.6775,330.165
Bitcoin,2013-11-17,330.71999999999997,375.435,330.18,369.0825
Bitcoin,2013-11-18,372.435,527.835,371.205,527.67
Bitcoin,2013-11-19,534.5699999999999,604.5825,342.2925,438.4575
Bitcoin,2013-11-20,433.485,449.73749999999995,336.3375,443.12250000000006
Bitcoin,2013-11-21,445.74,550.05,432.9675,541.8225
Bitcoin,2013-11-22,543.0525,585.6375,501.09749999999997,578.58
Bitcoin,2013-11-23,578.7750000000001,633.7275,578.7750000000001,598.365
Bitcoin,2013-11-24,596.7225,605.52,542.1525,580.6875
Bitcoin,2013-11-25,579.765,608.01,565.8225,599.3325
Bitcoin,2013-11-26,604.2975,696.405,600.5999999999999,696.075
Bitcoin,2013-11-27,692.8875,751.47,668.76,751.47
Bitcoin,2013-11-28,752.535,808.17,721.6274999999999,773.9625000000001
Bitcoin,2013-11-29,781.5074999999999,860.2275,750.48,848.9775
Bitcoin,2013-11-30,847.0274999999999,867.105,829.9575,847.0725
Bitcoin,2013-12-01,846.69,849.81,601.365,716.8875
Bitcoin,2013-12-02,713.5649999999999,791.565,703.8075,782.4975
Bitcoin,2013-12-03,784.8000000000001,822.0,758.4075,808.71
Bitcoin,2013-12-04,808.185,867.0899999999999,802.6200000000001,863.3775
Bitcoin,2013-12-05,864.5475,865.77,672.8325,783.8325
Bitcoin,2013-12-06,781.7850000000001,781.7850000000001,622.0875000000001,622.0875000000001
Bitcoin,2013-12-07,626.49,640.98,480.165,523.6725
Bitcoin,2013-12-08,522.9825,601.8824999999999,503.15999999999997,596.9025
Bitcoin,2013-12-09,595.3499999999999,691.4475,585.675,669.8925
Bitcoin,2013-12-10,669.24,747.9225,669.24,741.3824999999999
Bitcoin,2013-12-11,741.8025,751.1850000000001,625.6725,658.86
Bitcoin,2013-12-12,662.085,676.455,633.7125000000001,654.9449999999999
Bitcoin,2013-12-13,656.235,706.3425,645.0374999999999,669.4350000000001
Bitcoin,2013-12-14,674.8875,678.4875,643.77,654.45
Bitcoin,2013-12-15,656.4675,664.62,618.75,657.09
Bitcoin,2013-12-16,660.2475000000001,661.6875,501.1875,529.4775
Bitcoin,2013-12-17,529.7775,566.1225000000001,473.15999999999997,511.59000000000003
Bitcoin,2013-12-18,508.65000000000003,509.49,315.3825,392.02500000000003
Bitcoin,2013-12-19,389.29499999999996,530.4225,377.1675,518.97
Bitcoin,2013-12-20,520.665,546.87,446.49750000000006,468.99
Bitcoin,2013-12-21,464.92499999999995,490.7025,434.37749999999994,454.245
Bitcoin,2013-12-22,451.335,500.055,439.23,462.885
Bitcoin,2013-12-23,459.79499999999996,510.6825,458.28,505.0575
Bitcoin,2013-12-24,504.27,513.2925,484.2825,499.18500000000006
Bitcoin,2013-12-25,499.73249999999996,512.0250000000001,487.11,511.6575
Bitcoin,2013-12-26,512.955,583.3125,512.955,571.485
Bitcoin,2013-12-27,572.46,583.1324999999999,535.2,551.3025
Bitcoin,2013-12-28,553.485,560.295,529.0125,545.8725000000001
Bitcoin,2013-12-29,546.0374999999999,561.4575,535.83,558.7874999999999
Bitcoin,2013-12-30,556.0125,574.95,555.1800000000001,567.0975
Bitcoin,2013-12-31,570.24,570.4350000000001,553.6274999999999,565.5074999999999
Bitcoin,2014-01-01,566.2275,581.5125,566.2275,578.55
Bitcoin,2014-01-02,580.08,615.2325,575.4075,601.7925
Bitcoin,2014-01-03,602.1375,625.6125,591.84,614.04
Bitcoin,2014-01-04,617.4525,644.6324999999999,601.2524999999999,644.6324999999999
Bitcoin,2014-01-05,643.9124999999999,714.3,640.89,700.1475
Bitcoin,2014-01-06,702.0374999999999,762.84,679.2825,714.9675
Bitcoin,2014-01-07,709.8675000000001,724.3050000000001,601.5,601.5
Bitcoin,2014-01-08,596.9925000000001,653.01,582.135,632.04
Bitcoin,2014-01-09,631.1025,648.27,603.105,635.145
Bitcoin,2014-01-10,635.0175,653.3925,616.95,651.36
Bitcoin,2014-01-11,650.49,691.11,646.29,685.4625000000001
Bitcoin,2014-01-12,689.7,696.39,638.3774999999999,647.415
Bitcoin,2014-01-13,645.1425,645.9675,604.5374999999999,630.9000000000001
Bitcoin,2014-01-14,632.3774999999999,641.7675,619.245,624.9525
Bitcoin,2014-01-15,624.84,654.6075,623.145,645.675
Bitcoin,2014-01-16,645.2175,649.62,626.7225,626.7225
Bitcoin,2014-01-17,625.8675000000001,632.1825,598.2225,610.98
Bitcoin,2014-01-18,612.0525,631.1175000000001,612.0525,630.0
Bitcoin,2014-01-19,629.745,653.22,619.1475,653.22
Bitcoin,2014-01-20,653.5425,664.7925,640.4025,652.6500000000001
Bitcoin,2014-01-21,652.2375,660.9000000000001,641.9475,647.9325
Bitcoin,2014-01-22,650.4075,652.6125,628.02,634.1925
Bitcoin,2014-01-23,634.095,638.6775,614.49,616.53
Bitcoin,2014-01-24,616.8225,616.8225,587.6850000000001,597.8025
Bitcoin,2014-01-25,597.1800000000001,646.0875000000001,594.72,640.2075
Bitcoin,2014-01-26,640.26,672.765,633.645,663.96
Bitcoin,2014-01-27,663.45,669.75,567.8325,578.5425
Bitcoin,2014-01-28,580.515,624.375,575.235,609.3824999999999
Bitcoin,2014-01-29,607.47,627.6525,607.3875,619.5
Bitcoin,2014-01-30,619.515,622.875,599.295,614.2725
Bitcoin,2014-01-31,613.8225,623.9025,609.45,622.4399999999999
Bitcoin,2014-02-01,621.4575,640.14,620.3325,624.4350000000001
Bitcoin,2014-02-02,624.675,633.54,615.5024999999999,619.0275
Bitcoin,2014-02-03,618.0600000000001,619.86,605.415,617.8725000000001
Bitcoin,2014-02-04,617.8275,630.1274999999999,615.705,620.97
Bitcoin,2014-02-05,622.47,627.99,608.9325,608.9325
Bitcoin,2014-02-06,611.6925,614.8575,577.9425,586.1624999999999
Bitcoin,2014-02-07,587.4000000000001,587.4000000000001,490.76250000000005,534.3
Bitcoin,2014-02-08,524.6775,541.365,496.40250000000003,505.43999999999994
Bitcoin,2014-02-09,503.595,534.2025,491.4375,512.175
Bitcoin,2014-02-10,510.99,527.7825,412.875,510.7725
Bitcoin,2014-02-11,512.625,534.345,477.495,504.12749999999994
Bitcoin,2014-02-12,504.28499999999997,504.67499999999995,482.28,488.79
Bitcoin,2014-02-13,488.31000000000006,493.4925,451.4325,453.93
Bitcoin,2014-02-14,450.87749999999994,518.79,405.78,496.4925
Bitcoin,2014-02-15,495.67499999999995,496.38,474.63,488.18999999999994
Bitcoin,2014-02-16,488.47499999999997,498.82500000000005,438.12749999999994,462.47249999999997
Bitcoin,2014-02-17,460.6725,492.71250000000003,455.48249999999996,469.7025
Bitcoin,2014-02-18,470.37,484.32,459.405,469.95000000000005
Bitcoin,2014-02-19,469.4775,473.8275,464.02500000000003,467.2725
Bitcoin,2014-02-20,467.3175,470.7975,417.105,417.105
Bitcoin,2014-02-21,417.65999999999997,437.22,397.8525,430.62
Bitcoin,2014-02-22,430.68,460.86,418.93500000000006,454.06499999999994
Bitcoin,2014-02-23,454.8525,479.9325,449.77500000000003,454.365
Bitcoin,2014-02-24,454.53,455.7075,404.02500000000003,409.74
Bitcoin,2014-02-25,405.18,406.03499999999997,315.3075,404.0325
Bitcoin,2014-02-26,402.78,452.84999999999997,399.43500000000006,437.01750000000004
Bitcoin,2014-02-27,436.23749999999995,445.53749999999997,424.96500000000003,434.0775
Bitcoin,2014-02-28,434.77500000000003,438.105,408.87749999999994,411.945
Bitcoin,2014-03-01,412.43999999999994,430.03499999999997,404.4675,424.2075
Bitcoin,2014-03-02,425.4225,427.86,414.9525,419.8425
Bitcoin,2014-03-03,421.91999999999996,527.1825,420.39,500.82
Bitcoin,2014-03-04,501.18,522.165,491.76,500.085
Bitcoin,2014-03-05,499.68,505.71,484.71,499.1325
Bitcoin,2014-03-06,498.39,502.3275,487.3425,497.895
Bitcoin,2014-03-07,498.23249999999996,499.005,462.26250000000005,471.86249999999995
Bitcoin,2014-03-08,472.245,476.355,453.345,463.08750000000003
Bitcoin,2014-03-09,462.23249999999996,482.96250000000003,459.26250000000005,477.72
Bitcoin,2014-03-10,477.24750000000006,483.57,461.265,470.8425
Bitcoin,2014-03-11,470.96250000000003,478.81499999999994,464.13,475.5825
Bitcoin,2014-03-12,473.9325,486.0225,472.1325,474.07500000000005
Bitcoin,2014-03-13,475.21500000000003,483.15000000000003,473.13750000000005,478.605
Bitcoin,2014-03-14,478.605,479.6475,470.4075,471.59999999999997
Bitcoin,2014-03-15,472.02750000000003,479.355,470.47499999999997,477.09000000000003
Bitcoin,2014-03-16,477.375,478.14,471.0825,473.3325
Bitcoin,2014-03-17,473.18999999999994,474.51,462.645,466.77750000000003
Bitcoin,2014-03-18,466.38,466.7925,452.84999999999997,461.12250000000006
Bitcoin,2014-03-19,460.42499999999995,466.5,456.82500000000005,457.4175
Bitcoin,2014-03-20,457.3125,457.3125,440.6175,441.5775
Bitcoin,2014-03-21,441.2175,453.4425,421.35749999999996,428.6175
Bitcoin,2014-03-22,428.385,429.41249999999997,415.7925,423.78
Bitcoin,2014-03-23,424.32,427.68,420.65999999999997,420.9525
Bitcoin,2014-03-24,421.8825,439.91999999999996,413.8275,437.5575
Bitcoin,2014-03-25,438.7725,439.08000000000004,429.4575,437.93999999999994
Bitcoin,2014-03-26,437.61,442.5225,428.22,435.62250000000006
Bitcoin,2014-03-27,435.195,435.41999999999996,353.43,353.43
Bitcoin,2014-03-28,357.855,394.515,354.9225,371.7525
Bitcoin,2014-03-29,376.28249999999997,378.645,367.2975,368.3775
Bitcoin,2014-03-30,369.27750000000003,369.27750000000003,333.135,345.2025
Bitcoin,2014-03-31,346.725,362.265,332.52750000000003,342.75
Bitcoin,2014-04-01,342.75,371.505,342.75,358.78499999999997
Bitcoin,2014-04-02,359.355,371.2875,323.4525,327.855
Bitcoin,2014-04-03,327.33,337.17,311.1675,333.54
Bitcoin,2014-04-04,334.245,340.98749999999995,321.8175,335.6475
Bitcoin,2014-04-05,335.01,347.6775,333.15,346.4325
Bitcoin,2014-04-06,347.54999999999995,349.74,339.7275,345.375
Bitcoin,2014-04-07,346.1025,346.92,333.84000000000003,337.065
Bitcoin,2014-04-08,335.7075,343.065,334.5825,339.8175
Bitcoin,2014-04-09,339.885,341.7975,331.4475,332.0475
Bitcoin,2014-04-10,331.695,332.52750000000003,269.0475,273.885
Bitcoin,2014-04-11,272.78249999999997,322.3275,263.4525,315.7125
Bitcoin,2014-04-12,315.6675,329.7075,311.84250000000003,315.84000000000003
Bitcoin,2014-04-13,316.09499999999997,320.54999999999995,296.4375,310.545
Bitcoin,2014-04-14,311.1225,352.3125,305.52750000000003,344.09250000000003
Bitcoin,2014-04-15,343.77750000000003,389.25,340.15500000000003,386.6925
Bitcoin,2014-04-16,391.635,406.78499999999997,377.085,395.5425
Bitcoin,2014-04-17,396.8025,400.14,363.65250000000003,371.96999999999997
Bitcoin,2014-04-18,371.85,373.95000000000005,354.555,359.73
Bitcoin,2014-04-19,359.685,377.67,352.92,376.17
Bitcoin,2014-04-20,376.3125,383.15250000000003,368.13,373.6275
Bitcoin,2014-04-21,373.305,382.9275,369.9,371.8275
Bitcoin,2014-04-22,371.5875,377.415,365.685,365.94
Bitcoin,2014-04-23,366.27,369.9375,364.365,368.475
Bitcoin,2014-04-24,368.115,375.34499999999997,362.2125,375.34499999999997
Bitcoin,2014-04-25,375.0675,375.225,332.2125,346.0875
Bitcoin,2014-04-26,346.275,348.40500000000003,336.82500000000005,343.95000000000005
Bitcoin,2014-04-27,342.93,344.4975,327.2925,327.2925
Bitcoin,2014-04-28,323.04,335.6475,317.205,330.21750000000003
Bitcoin,2014-04-29,329.985,338.73,326.385,335.40749999999997
Bitcoin,2014-04-30,335.1675,338.32500000000005,327.525,335.73
Bitcoin,2014-05-01,335.72249999999997,345.4575,335.72249999999997,343.32
Bitcoin,2014-05-02,343.02,343.4475,332.54999999999995,337.03499999999997
Bitcoin,2014-05-03,337.04999999999995,337.04999999999995,323.01,328.32
Bitcoin,2014-05-04,328.89,329.8275,322.5375,327.29999999999995
Bitcoin,2014-05-05,326.085,330.7275,320.71500000000003,325.11
Bitcoin,2014-05-06,325.02,336.03000000000003,317.4375,321.71999999999997
Bitcoin,2014-05-07,322.005,334.59749999999997,321.3375,329.115
Bitcoin,2014-05-08,329.01,336.29999999999995,328.605,330.1275
Bitcoin,2014-05-09,330.135,339.5175,330.105,337.09499999999997
Bitcoin,2014-05-10,337.84499999999997,341.8275,336.3525,340.8225
Bitcoin,2014-05-11,340.44,341.505,325.04999999999995,329.1675
Bitcoin,2014-05-12,328.725,331.695,325.6725,331.09499999999997
Bitcoin,2014-05-13,331.1475,331.485,327.7275,330.5025
Bitcoin,2014-05-14,330.4425,334.995,330.375,332.9775
Bitcoin,2014-05-15,333.105,337.35,332.72249999999997,335.4375
Bitcoin,2014-05-16,335.5425,337.995,333.71999999999997,336.045
Bitcoin,2014-05-17,336.09000000000003,338.985,335.475,336.67499999999995
Bitcoin,2014-05-18,336.525,337.3275,333.585,334.695
Bitcoin,2014-05-19,334.56,335.67,332.32500000000005,334.635
Bitcoin,2014-05-20,334.7325,368.58,334.5075,364.29
Bitcoin,2014-05-21,364.35,370.77750000000003,362.6175,368.8275
Bitcoin,2014-05-22,369.0375,394.02,367.6425,393.43500000000006
Bitcoin,2014-05-23,394.29,406.47,390.06000000000006,390.165
Bitcoin,2014-05-24,390.78749999999997,393.87749999999994,387.21,393.855
Bitcoin,2014-05-25,393.9225,432.36,393.9225,428.6925
Bitcoin,2014-05-26,428.5425,441.2925,423.99750000000006,437.56499999999994
