slug,asset,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
target-coin,TGT,Target Coin,02-12-2017,607,0.015458,0.020289,0.012681,0.019681,2720,14722200,0.9201,0.01
target-coin,TGT,Target Coin,03-12-2017,607,0.019692,0.022559,0.014506,0.016937,5030,18755400,0.3019,0.01
target-coin,TGT,Target Coin,04-12-2017,607,0.016984,0.02767,0.014826,0.026964,1080,16176500,0.945,0.01
target-coin,TGT,Target Coin,05-12-2017,607,0.027015,0.027107,0.016638,0.016638,1219,25729900,0,0.01
target-coin,TGT,Target Coin,06-12-2017,607,0.016602,0.019625,0.014787,0.015884,1648,15812400,0.2267,0
target-coin,TGT,Target Coin,07-12-2017,607,0.015855,0.024993,0.015399,0.023763,2309,15100900,0.8718,0.01
target-coin,TGT,Target Coin,08-12-2017,607,0.023815,0.024048,0.015904,0.021169,879,22682300,0.6465,0.01
target-coin,TGT,Target Coin,09-12-2017,607,0.021155,0.031283,0.018837,0.026014,3471,20149000,0.5767,0.01
target-coin,TGT,Target Coin,10-12-2017,607,0.026114,0.026114,0.016494,0.020097,28245,24871500,0.3745,0.01
target-coin,TGT,Target Coin,11-12-2017,607,0.019956,0.023673,0.017038,0.023673,2152,19006300,1,0.01
target-coin,TGT,Target Coin,12-12-2017,607,0.023675,0.033272,0.01459,0.017028,968,22548800,0.1305,0.02
target-coin,TGT,Target Coin,13-12-2017,607,0.01704,0.025077,0.010306,0.010408,4014,16229700,0.0069,0.01
target-coin,TGT,Target Coin,14-12-2017,607,0.010395,0.018736,0.009037,0.018722,1260,9900760,0.9986,0.01
target-coin,TGT,Target Coin,15-12-2017,607,0.018744,0.01878,0.009452,0.013321,789,17852100,0.4148,0.01
target-coin,TGT,Target Coin,16-12-2017,607,0.013345,0.018835,0.013345,0.018757,3368,12710500,0.9858,0.01
target-coin,TGT,Target Coin,17-12-2017,607,0.018761,0.021398,0.003913,0.021326,2918,17868200,0.9959,0.02
target-coin,TGT,Target Coin,18-12-2017,607,0.021346,0.023778,0.018085,0.018507,1330,20330200,0.0741,0.01
target-coin,TGT,Target Coin,19-12-2017,607,0.012995,0.018844,0.01275,0.018573,3675,12376500,0.9555,0.01
target-coin,TGT,Target Coin,20-12-2017,607,0.019791,0.019791,0.013241,0.017817,4471,18849100,0.6986,0.01
target-coin,TGT,Target Coin,21-12-2017,607,0.017863,0.020252,0.013126,0.017556,6547,17013100,0.6217,0.01
target-coin,TGT,Target Coin,22-12-2017,607,0.017617,0.017773,0.008474,0.012301,2360,16779000,0.4115,0.01
target-coin,TGT,Target Coin,23-12-2017,607,0.012416,0.018639,0.011545,0.012912,3134,11825600,0.1927,0.01
target-coin,TGT,Target Coin,24-12-2017,607,0.012855,0.01485,0.011028,0.01485,745,12243700,1,0
target-coin,TGT,Target Coin,25-12-2017,607,0.013705,0.014497,0.009609,0.013922,2135,13053000,0.8824,0
target-coin,TGT,Target Coin,26-12-2017,607,0.013907,0.015441,0.011614,0.013421,583,13245900,0.4722,0
target-coin,TGT,Target Coin,27-12-2017,607,0.013432,0.015944,0.011716,0.014768,2469,12792600,0.7219,0
target-coin,TGT,Target Coin,28-12-2017,607,0.014738,0.016063,0.012586,0.016018,1153,14036800,0.9871,0
target-coin,TGT,Target Coin,29-12-2017,607,0.01617,0.019601,0.008785,0.014796,11253,15400500,0.5558,0.01
target-coin,TGT,Target Coin,30-12-2017,607,0.014766,0.014766,0.007577,0.012457,5669,14063600,0.6788,0.01
target-coin,TGT,Target Coin,31-12-2017,607,0.012331,0.016648,0.011413,0.015658,2644,11744100,0.8109,0.01
target-coin,TGT,Target Coin,01-01-2018,607,0.015719,0.029396,0.013234,0.02439,18684,14971200,0.6903,0.02
target-coin,TGT,Target Coin,02-01-2018,607,0.02439,0.033289,0.019421,0.026163,15063,23229500,0.4862,0.01
target-coin,TGT,Target Coin,03-01-2018,607,0.028728,0.028728,0.02082,0.026261,5665,27361800,0.688,0.01
target-coin,TGT,Target Coin,04-01-2018,607,0.026373,0.030696,0.021772,0.027576,5914,25118100,0.6504,0.01
target-coin,TGT,Target Coin,05-01-2018,607,0.027568,0.032992,0.02182,0.028662,4885,26257100,0.6124,0.01
target-coin,TGT,Target Coin,06-01-2018,607,0.028701,0.030118,0.016437,0.030109,8248,27335600,0.9993,0.01
target-coin,TGT,Target Coin,07-01-2018,607,0.030087,0.184869,0.023321,0.050829,142765,28656000,0.1703,0.16
target-coin,TGT,Target Coin,08-01-2018,607,0.044748,0.079715,0.041146,0.063349,68266,42619500,0.5757,0.04
target-coin,TGT,Target Coin,09-01-2018,607,0.057948,0.117895,0.042935,0.069109,65115,55191200,0.3492,0.07
target-coin,TGT,Target Coin,10-01-2018,607,0.069197,0.111835,0.04328,0.090404,74206,65905200,0.6874,0.07
target-coin,TGT,Target Coin,11-01-2018,607,0.088327,0.088327,0.048221,0.053374,52168,84125700,0.1285,0.04
target-coin,TGT,Target Coin,12-01-2018,607,0.0538,0.0614,0.044729,0.050073,34674,51240700,0.3206,0.02
target-coin,TGT,Target Coin,13-01-2018,607,0.050016,0.062873,0.047669,0.054925,27476,47636500,0.4772,0.02
target-coin,TGT,Target Coin,14-01-2018,607,0.054962,0.056606,0.038511,0.044656,15712,52347300,0.3396,0.02
target-coin,TGT,Target Coin,15-01-2018,607,0.044353,0.047181,0.034129,0.034181,16000,42242800,0.004,0.01
target-coin,TGT,Target Coin,16-01-2018,607,0.03423,0.038316,0.025393,0.033525,5256,32601500,0.6293,0.01
target-coin,TGT,Target Coin,17-01-2018,607,0.031393,0.037426,0.026604,0.036233,11262,29899600,0.8898,0.01
target-coin,TGT,Target Coin,18-01-2018,607,0.036383,0.03983,0.027089,0.032561,8789,34652200,0.4295,0.01
target-coin,TGT,Target Coin,19-01-2018,607,0.035384,0.036613,0.029662,0.029838,3249,33700600,0.0253,0.01
target-coin,TGT,Target Coin,20-01-2018,607,0.029901,0.042582,0.028937,0.041737,9032,28478800,0.9381,0.01
target-coin,TGT,Target Coin,21-01-2018,607,0.041834,0.041834,0.027349,0.031039,4267,39844000,0.2547,0.01
target-coin,TGT,Target Coin,22-01-2018,607,0.031439,0.036685,0.028449,0.030363,2983,29943100,0.2324,0.01
target-coin,TGT,Target Coin,23-01-2018,607,0.030283,0.03397,0.02812,0.030372,1214,28842200,0.385,0.01
target-coin,TGT,Target Coin,24-01-2018,607,0.030355,0.036095,0.028467,0.030128,5204,28910800,0.2178,0.01
target-coin,TGT,Target Coin,25-01-2018,607,0.032792,0.036273,0.029363,0.0319,5324,31232000,0.3671,0.01
target-coin,TGT,Target Coin,26-01-2018,607,0.031815,0.037996,0.025984,0.032571,9550,30302000,0.5484,0.01
target-coin,TGT,Target Coin,27-01-2018,607,0.032551,0.038631,0.031299,0.031776,4241,31003000,0.0651,0.01
target-coin,TGT,Target Coin,28-01-2018,607,0.031891,0.036944,0.028823,0.028823,3433,30374100,0,0.01
target-coin,TGT,Target Coin,29-01-2018,607,0.028857,0.032952,0.027817,0.031597,1695,27484100,0.7361,0.01
target-coin,TGT,Target Coin,30-01-2018,607,0.031607,0.031674,0.023769,0.028594,3734,30103700,0.6104,0.01
target-coin,TGT,Target Coin,31-01-2018,607,0.028643,0.028808,0.021828,0.024005,1239,27280400,0.3119,0.01
target-coin,TGT,Target Coin,01-02-2018,607,0.024061,0.024165,0.018911,0.022777,1491,22916500,0.7358,0.01
target-coin,TGT,Target Coin,02-02-2018,607,0.022729,0.022729,0.016688,0.020959,2326,21648000,0.707,0.01
target-coin,TGT,Target Coin,03-02-2018,607,0.021035,0.027203,0.018774,0.024856,2154,20034400,0.7216,0.01
target-coin,TGT,Target Coin,04-02-2018,607,0.024858,0.02534,0.017581,0.017919,2258,23675300,0.0436,0.01
target-coin,TGT,Target Coin,05-02-2018,607,0.017745,0.021382,0.012337,0.020331,2581,16901100,0.8838,0.01
target-coin,TGT,Target Coin,06-02-2018,607,0.020389,0.020878,0.014869,0.016702,1676,19419000,0.305,0.01
target-coin,TGT,Target Coin,07-02-2018,607,0.01654,0.02873,0.016302,0.020114,3726,15753400,0.3067,0.01
target-coin,TGT,Target Coin,08-02-2018,607,0.02004,0.023616,0.020017,0.020681,154,19087100,0.1845,0
target-coin,TGT,Target Coin,09-02-2018,607,0.020739,0.021064,0.018289,0.019962,660,19752800,0.6029,0
target-coin,TGT,Target Coin,10-02-2018,607,0.019977,0.02081,0.017919,0.018423,1301,19026500,0.1743,0
target-coin,TGT,Target Coin,11-02-2018,607,0.018408,0.021477,0.01718,0.017635,71,17531900,0.1059,0
target-coin,TGT,Target Coin,12-02-2018,607,0.017748,0.019828,0.017128,0.018533,1403,16903500,0.5204,0
target-coin,TGT,Target Coin,13-02-2018,607,0.018567,0.01865,0.014759,0.015413,1497,17683600,0.1681,0
target-coin,TGT,Target Coin,14-02-2018,607,0.015374,0.023177,0.014403,0.022998,1999,14643200,0.9796,0.01
target-coin,TGT,Target Coin,15-02-2018,607,0.02301,0.023019,0.019969,0.020272,601,21915700,0.0993,0
target-coin,TGT,Target Coin,16-02-2018,607,0.020185,0.024967,0.018054,0.024889,2320,19225000,0.9887,0.01
target-coin,TGT,Target Coin,17-02-2018,607,0.024883,0.025291,0.019049,0.019518,1829,23699600,0.0751,0.01
target-coin,TGT,Target Coin,18-02-2018,607,0.019577,0.021603,0.018225,0.019828,101,18646100,0.4745,0
target-coin,TGT,Target Coin,19-02-2018,607,0.019737,0.022431,0.019676,0.022229,367,18797700,0.9267,0
target-coin,TGT,Target Coin,20-02-2018,607,0.022249,0.023909,0.020005,0.021417,654,21190300,0.3617,0
target-coin,TGT,Target Coin,21-02-2018,607,0.021,0.02345,0.01767,0.017738,2149,20001200,0.0118,0.01
target-coin,TGT,Target Coin,22-02-2018,607,0.017694,0.018406,0.015725,0.016935,14,16852500,0.4513,0
target-coin,TGT,Target Coin,23-02-2018,607,0.01692,0.017352,0.015531,0.017004,637,16114600,0.8089,0
target-coin,TGT,Target Coin,24-02-2018,607,0.016982,0.019599,0.015679,0.015805,145,16174400,0.0321,0
target-coin,TGT,Target Coin,25-02-2018,607,0.015781,0.018342,0.015183,0.015302,388,15030500,0.0377,0
target-coin,TGT,Target Coin,26-02-2018,607,0.015321,0.019374,0.014688,0.019085,207,14592500,0.9383,0
target-coin,TGT,Target Coin,27-02-2018,607,0.01914,0.01963,0.017038,0.018151,516,18229300,0.4294,0
target-coin,TGT,Target Coin,28-02-2018,607,0.018129,0.019114,0.017712,0.018451,49,17267100,0.5271,0
target-coin,TGT,Target Coin,01-03-2018,607,0.018478,0.020178,0.018097,0.018587,385,17598900,0.2355,0
target-coin,TGT,Target Coin,02-03-2018,607,0.018539,0.022038,0.016546,0.022038,1532,17657200,1,0.01
target-coin,TGT,Target Coin,03-03-2018,607,0.022011,0.022113,0.015814,0.018349,1815,20964400,0.4024,0.01
target-coin,TGT,Target Coin,04-03-2018,607,0.018317,0.018984,0.017825,0.018984,632,17445600,1,0
target-coin,TGT,Target Coin,05-03-2018,607,0.018971,0.019668,0.015615,0.018566,556,18068100,0.7281,0
target-coin,TGT,Target Coin,06-03-2018,607,0.018526,0.021268,0.014919,0.020782,1068,17644400,0.9235,0.01
target-coin,TGT,Target Coin,07-03-2018,607,0.020761,0.021333,0.012892,0.014875,534,19773300,0.2349,0.01
target-coin,TGT,Target Coin,08-03-2018,607,0.014854,0.017734,0.012322,0.012662,1314,14147800,0.0628,0.01
target-coin,TGT,Target Coin,09-03-2018,607,0.012576,0.015025,0.01143,0.013876,333,11977400,0.6804,0
target-coin,TGT,Target Coin,10-03-2018,607,0.013881,0.022677,0.01386,0.018947,1433,13221000,0.577,0.01
target-coin,TGT,Target Coin,11-03-2018,607,0.018884,0.021993,0.016868,0.017109,375,17985700,0.047,0.01
target-coin,TGT,Target Coin,12-03-2018,607,0.017055,0.017281,0.012761,0.014632,1224,16243900,0.4139,0
target-coin,TGT,Target Coin,13-03-2018,607,0.014548,0.015179,0.013506,0.013763,69,13856400,0.1536,0
target-coin,TGT,Target Coin,14-03-2018,607,0.013765,0.014189,0.00989,0.010674,173,13110600,0.1824,0
target-coin,TGT,Target Coin,15-03-2018,607,0.010669,0.01248,0.010009,0.012398,166,10161700,0.9668,0
target-coin,TGT,Target Coin,16-03-2018,607,0.012391,0.042056,0.011927,0.029684,44857,11801500,0.5894,0.03
target-coin,TGT,Target Coin,17-03-2018,607,0.031343,0.038832,0.015435,0.026086,90601,29851900,0.4552,0.02
target-coin,TGT,Target Coin,18-03-2018,607,0.026022,0.028742,0.018795,0.020649,13717,24784500,0.1864,0.01
target-coin,TGT,Target Coin,19-03-2018,607,0.020562,0.021736,0.014362,0.016172,1828,19584000,0.2455,0.01
target-coin,TGT,Target Coin,20-03-2018,607,0.016348,0.016348,0.013246,0.013871,702,15570100,0.2015,0
target-coin,TGT,Target Coin,21-03-2018,607,0.013896,0.033576,0.013064,0.019038,20647,13234800,0.2912,0.02
target-coin,TGT,Target Coin,22-03-2018,607,0.019004,0.02215,0.012878,0.014803,7574,18099900,0.2076,0.01
target-coin,TGT,Target Coin,23-03-2018,607,0.014802,0.019527,0.0122,0.01248,7844,14098000,0.0382,0.01
target-coin,TGT,Target Coin,24-03-2018,607,0.012661,0.015113,0.010762,0.013795,3736,12059000,0.6971,0
target-coin,TGT,Target Coin,25-03-2018,607,0.013605,0.017934,0.012468,0.015226,8713,12957700,0.5046,0.01
target-coin,TGT,Target Coin,26-03-2018,607,0.015214,0.015298,0.010281,0.011509,2169,14490600,0.2448,0.01
target-coin,TGT,Target Coin,27-03-2018,607,0.011491,0.012125,0.00961,0.010205,490,10944900,0.2366,0
target-coin,TGT,Target Coin,28-03-2018,607,0.010202,0.011338,0.010146,0.011176,730,9717020,0.8641,0
target-coin,TGT,Target Coin,29-03-2018,607,0.011189,0.011208,0.009442,0.009668,155,10656900,0.128,0
target-coin,TGT,Target Coin,30-03-2018,607,0.009642,0.025678,0.009113,0.022539,92278,9183790,0.8105,0.02
target-coin,TGT,Target Coin,31-03-2018,607,0.022543,0.024492,0.012531,0.016714,43890,21470400,0.3497,0.01
target-coin,TGT,Target Coin,01-04-2018,607,0.016716,0.016931,0.012246,0.013748,6549,15921200,0.3206,0
target-coin,TGT,Target Coin,02-04-2018,607,0.013816,0.015504,0.011952,0.012006,2088,13158800,0.0152,0
target-coin,TGT,Target Coin,03-04-2018,607,0.012014,0.015365,0.011084,0.012619,2118,11443000,0.3586,0
target-coin,TGT,Target Coin,04-04-2018,607,0.012611,0.014832,0.010826,0.01222,633,12010600,0.348,0
target-coin,TGT,Target Coin,05-04-2018,607,0.011546,0.012399,0.009095,0.009764,3980,10996800,0.2025,0
target-coin,TGT,Target Coin,06-04-2018,607,0.009714,0.010137,0.008662,0.009694,1153,9252110,0.6997,0
target-coin,TGT,Target Coin,07-04-2018,607,0.009704,0.010481,0.008904,0.008995,681,9241990,0.0577,0
target-coin,TGT,Target Coin,08-04-2018,607,0.009675,0.011198,0.009141,0.011182,1413,9214800,0.9922,0
target-coin,TGT,Target Coin,09-04-2018,607,0.0112,0.011394,0.008794,0.009184,615,10667100,0.15,0
target-coin,TGT,Target Coin,10-04-2018,607,0.009192,0.011135,0.008895,0.00957,1198,8754360,0.3013,0
target-coin,TGT,Target Coin,11-04-2018,607,0.009579,0.010488,0.008398,0.009861,589,9123780,0.7,0
target-coin,TGT,Target Coin,12-04-2018,607,0.009837,0.01033,0.008118,0.010281,1593,9369090,0.9778,0
target-coin,TGT,Target Coin,13-04-2018,607,0.010294,0.01118,0.008741,0.009062,1266,9804550,0.1316,0
target-coin,TGT,Target Coin,14-04-2018,607,0.009062,0.009761,0.008701,0.008792,502,8630720,0.0858,0
target-coin,TGT,Target Coin,15-04-2018,607,0.008801,0.014862,0.008079,0.012672,3618,8382680,0.6771,0.01
target-coin,TGT,Target Coin,16-04-2018,607,0.012667,0.014356,0.011135,0.012006,1236,12064000,0.2704,0
target-coin,TGT,Target Coin,17-04-2018,607,0.012011,0.017885,0.009709,0.011459,9540,11440100,0.214,0.01
target-coin,TGT,Target Coin,18-04-2018,607,0.01147,0.011528,0.007497,0.009805,3578,10923900,0.5726,0
target-coin,TGT,Target Coin,19-04-2018,607,0.009813,0.011712,0.009224,0.011712,898,9345750,1,0
target-coin,TGT,Target Coin,20-04-2018,607,0.01172,0.013482,0.010361,0.01336,935,11162400,0.9609,0
target-coin,TGT,Target Coin,21-04-2018,607,0.013364,0.013365,0.011298,0.012488,583,12728500,0.5757,0
target-coin,TGT,Target Coin,22-04-2018,607,0.012488,0.017794,0.008055,0.01232,18803,11893600,0.4379,0.01
target-coin,TGT,Target Coin,23-04-2018,607,0.012295,0.012409,0.009834,0.011581,1598,11710300,0.6784,0
target-coin,TGT,Target Coin,24-04-2018,607,0.011591,0.01234,0.011012,0.011733,687,11039900,0.5429,0
target-coin,TGT,Target Coin,25-04-2018,607,0.011655,0.012664,0.010636,0.011427,323,11100300,0.39,0
target-coin,TGT,Target Coin,26-04-2018,607,0.011522,0.012096,0.009653,0.01207,464,10973800,0.9894,0
target-coin,TGT,Target Coin,27-04-2018,607,0.012086,0.012767,0.011099,0.011099,463,11511300,0,0
target-coin,TGT,Target Coin,28-04-2018,607,0.01106,0.018355,0.011032,0.012793,7546,10534200,0.2405,0.01
target-coin,TGT,Target Coin,29-04-2018,607,0.012791,0.019284,0.011791,0.012301,22470,12182200,0.0681,0.01
target-coin,TGT,Target Coin,30-04-2018,607,0.012297,0.022986,0.011134,0.013952,43147,11711600,0.2378,0.01
target-coin,TGT,Target Coin,01-05-2018,607,0.013964,0.013964,0.01177,0.011965,1888,13300200,0.0889,0
target-coin,TGT,Target Coin,02-05-2018,607,0.011947,0.012973,0.008265,0.011086,24189,11378900,0.5992,0
target-coin,TGT,Target Coin,03-05-2018,607,0.011087,0.011127,0.009212,0.00976,6837,10559500,0.2862,0
target-coin,TGT,Target Coin,04-05-2018,607,0.009756,0.010747,0.008665,0.010667,3366,9292260,0.9616,0
target-coin,TGT,Target Coin,05-05-2018,607,0.010662,0.011274,0.008768,0.011136,3350,10155000,0.9449,0
target-coin,TGT,Target Coin,06-05-2018,607,0.011139,0.011362,0.008747,0.008845,1952,10609100,0.0375,0
target-coin,TGT,Target Coin,07-05-2018,607,0.008851,0.008851,0.00662,0.007515,5023,8430300,0.4012,0
target-coin,TGT,Target Coin,08-05-2018,607,0.007531,0.007625,0.005476,0.007543,2091,7172960,0.9618,0
target-coin,TGT,Target Coin,09-05-2018,607,0.007534,0.007847,0.006326,0.007451,443,7175350,0.7396,0
target-coin,TGT,Target Coin,10-05-2018,607,0.007449,0.007538,0.005656,0.007326,669,7094490,0.8874,0
target-coin,TGT,Target Coin,11-05-2018,607,0.007335,0.007335,0.005019,0.005894,438,6985840,0.3778,0
target-coin,TGT,Target Coin,12-05-2018,607,0.005876,0.007547,0.004161,0.005929,27446,5596910,0.5222,0
target-coin,TGT,Target Coin,13-05-2018,607,0.005927,0.013579,0.005036,0.013015,6046,5645340,0.934,0.01
target-coin,TGT,Target Coin,14-05-2018,607,0.01301,0.013932,0.00912,0.010834,5112,12391200,0.3562,0
target-coin,TGT,Target Coin,15-05-2018,607,0.010818,0.01562,0.005259,0.006735,912,10303600,0.1425,0.01
target-coin,TGT,Target Coin,16-05-2018,607,0.006731,0.010577,0.005207,0.006562,2600,6411080,0.2523,0.01
target-coin,TGT,Target Coin,17-05-2018,607,0.006566,0.010551,0.004994,0.006841,34530,6253550,0.3324,0.01
target-coin,TGT,Target Coin,18-05-2018,607,0.006847,0.008738,0.005764,0.006007,3001,6521010,0.0817,0
target-coin,symbol,Target Coin,19-05-2018,607,0.006006,0.012895,0.005938,0.006824,18339,5720050,0.1274,0.01
hellogold,HGT,HelloGold,12-10-2017,609,0.024178,0.024329,0.023125,0.024215,28580,0,0.9053,0
hellogold,HGT,HelloGold,13-10-2017,609,0.024168,0.024179,0.016584,0.016584,8867,0,0,0.01
hellogold,HGT,HelloGold,14-10-2017,609,0.016601,0.026923,0.016478,0.0198,7157,0,0.318,0.01
hellogold,HGT,HelloGold,15-10-2017,609,0.022485,0.023043,0.021495,0.022143,176,0,0.4186,0
